Item	Score
curfew	10.9863
social credit	10.9857
variant b	10.9845
deworming drug	10.984
gange	10.982
teachers union	10.9817
food packet	10.9647
wow wow	10.963
vaccination plan	10.963
spreading misinformation	10.9589
virus research	10.9585
swollen testicle	10.95
earning member	10.943
illegal immigrant	10.94
brazilian variant	10.94
hospital patient	10.939
one-year anniversary	10.939
immunity booster	10.936
aapi community	10.932
online exam	10.9299
variant of coronavirus	10.927
priority group	10.927
rolovich	10.923
modiji	10.9206
mask requirement	10.9013
asuu	10.901
aï	10.895
âž	10.8919
covid center	10.8875
biden vaccine mandate	10.884
n95s	10.884
youngkin	10.8733
inventor of mrna	10.868
billionaire	10.8641
delta coronavirus variant	10.86
case of heart inflammation	10.858
covid positivity	10.8517
delta coronavirus	10.851
passport requirement	10.848
distributing fruit	10.847
godi	10.8433
covid-19 lab	10.843
total appointment	10.8385
gamestop	10.835
က	10.832
launglon township	10.829
mrng	10.828
tika	10.828
vaccine outreach	10.825
tony fauci	10.823
salingyi township	10.821
saket	10.8185
aapi	10.8133
oxygen factory	10.812
ias officer	10.809
च	10.8075
doctors day	10.807
genocidal dictatorship	10.805
at-home	10.8031
student loan payment	10.803
vaccine plan	10.8025
anti vax	10.8018
zinc treatment	10.795
super bowl party	10.784
war footing	10.783
delta surge	10.7782
ðÿ1	10.7694
antigen testing	10.769
unvaccinated child	10.7653
houston hospital	10.761
conservative radio	10.7403
child death	10.7363
rajasthan	10.7255
pro-trump	10.7227
bed availability	10.7175
advisory panel	10.7175
day lockdown	10.7095
वस	10.7015
novavax	10.7013
actual name	10.697
bad day	10.69
mongering	10.6849
nagpur	10.6823
swab	10.6799
pfizer covid-19 vaccine	10.6769
paterson	10.676
karo	10.6755
coronavirus vaccine mandate	10.674
health minister	10.6735
maha	10.669
tuluksak	10.666
omicron variant case	10.659
catching omicron	10.659
first omicron case	10.659
omicron threat	10.659
confirmed omicron case	10.659
downing street party	10.657
covid test kit	10.656
ranchi	10.656
anti-regime	10.654
quarantine facility	10.653
bhakt	10.6527
board examination	10.6477
health measure	10.6464
delhi ncr	10.646
cdc datum	10.6446
stay-at-home	10.6441
aspirin	10.643
school board meeting	10.6403
mild variant	10.64
covid-19 outbreak	10.6305
vaccination certificate	10.6287
mass vaccination site	10.6285
covid case rate	10.6255
fadnavis	10.62
china	10.6194
az vaccine	10.618
bjp leader	10.617
seva	10.6145
new local case	10.5922
nsw health	10.5917
gtb	10.591
kn95 mask	10.58
suga	10.5653
ltc home	10.56
covid passport requirement	10.5565
american community	10.554
medical decision	10.551
covid catastrophe	10.549
cuban people	10.546
tonne of oxygen	10.54
biden vaccine	10.5383
total lockdown	10.5372
zero covid	10.5364
week of school	10.536
ม	10.5308
vaccine manufacturer	10.5156
chattisgarh	10.513
jaggi	10.508
ðÿtmðÿ	10.5066
covid disinformation	10.505
lincoln memorial	10.503
immune escape	10.497
covid awareness	10.497
covid hospitalisation	10.4942
pandemic low	10.49
ugandan	10.4847
cvs pharmacy	10.4767
resuscitate	10.474
banerjee	10.472
gujarat	10.4688
greek letter	10.463
covid care center	10.461
viral load	10.4529
grump	10.449
merry christmas	10.4485
whole pandemic	10.4456
qanon	10.4423
symptomatic	10.4413
new pandemic	10.433
kachin	10.431
noem	10.4308
pandemic p	10.4296
hc	10.4295
farrel	10.423
requiring proof	10.4205
ambani	10.4145
omicron variant of coronavirus	10.4125
race theory	10.412
alaska airlines	10.412
mandating mask	10.412
risk of hospitalization	10.4008
corona case	10.4006
future pandemic	10.4
aur	10.3987
vaccination campaign	10.3965
vaccine company	10.396
snan	10.394
smh	10.3881
pyre	10.3813
jisoo	10.38
jaam-e-insan guru	10.3795
jaam-e-insan	10.3795
ì	10.3772
rescue dog	10.376
shot in arms	10.375
junghwan	10.3743
vaccine export	10.373
year of lockdown	10.371
order ban	10.37
need of the hour	10.368
oxygen saturation	10.366
petrol	10.361
bed capacity	10.359
robredo	10.3545
र द	10.3527
report of blood	10.349
former guy	10.3467
mahdi	10.345
bengal election	10.344
listerine	10.34
bhai	10.3386
vaccine production	10.3365
र ब	10.335
र_ब	10.335
teume	10.335
vaccine inequality	10.334
dwarka	10.3335
assam government	10.333
oan	10.333
pro-democracy	10.3315
vaccination for kids	10.327
anti vaccine	10.3265
railway employee	10.323
emergency use listing	10.323
covid fund	10.3134
harries	10.3103
ecohealth alliance	10.3092
border crisis	10.3051
relief loan	10.305
aspirant	10.3042
large number of mutations	10.301
affected people	10.29
ayurveda	10.29
effective public health measure	10.289
cbse board	10.284
gaetz	10.2816
duane reade	10.278
breakthrough	10.2775
london hospital	10.268
pre covid	10.2677
mcauliffe	10.262
third lockdown	10.256
bharat	10.2539
enhypen member	10.25
non stop hit	10.248
show the	10.247
madras high court	10.245
liquid oxygen	10.238
icse	10.237
international nurse	10.224
respected sir	10.224
super bowl	10.2225
friend w	10.222
morgue	10.2215
clapham	10.221
mu	10.22
hospital admission	10.2132
lakh	10.2111
stop hit	10.208
pharma	10.2072
thackeray	10.2013
health official	10.1993
pandemic law	10.199
dss	10.1965
yogi adityanath	10.196
min wage	10.1907
policy choice	10.189
data integrity issue	10.185
forced vaccination	10.178
yinmarpin	10.174
double-jabbed	10.1725
chris whitty	10.1721
breaking part	10.172
trumper	10.1692
klang	10.169
positive migrant	10.166
first vaccine	10.1642
oxford-astrazeneca	10.161
guerrilla strike	10.152
contagious	10.1501
omarion variant	10.149
tokyo olympics	10.1488
covid-19 world	10.147
selfless	10.147
jair	10.1468
covid-19 hospitalization	10.146
lambda	10.1425
vaccinating child	10.1402
trudeau	10.1399
vax status	10.137
jamnagar	10.136
covid transmission	10.1319
president-elect	10.1277
œ	10.1261
great reset	10.1227
hospital bed	10.12
जग	10.1188
nyan	10.114
southwest airlines	10.111
pandemic restriction	10.1105
lying freak	10.11
cremation ground	10.106
risk of blood clots	10.102
treatable	10.102
tax rise	10.102
tak	10.1009
sceptic	10.0977
sydney lockdown	10.0967
व	10.0953
karnataka	10.0937
maga	10.0927
variant of the coronavirus	10.0899
surat	10.089
covid visualization	10.0883
covid-19 thanks	10.083
mild disease	10.0825
booster vaccination	10.082
quarantine hotel	10.072
thalapathy	10.072
mental toll	10.07
krispy	10.0695
weekly testing	10.067
ramadan	10.0603
cvs	10.0544
super-spreader	10.0534
moratorium	10.053
vaccine apartheid	10.0488
bago	10.044
fck	10.0415
mahavir	10.039
current vaccine	10.0385
covid help	10.0385
spread covid	10.0381
treatments increased coronavirus	10.038
treatments increased coronavirus survival	10.038
rare heart inflammation	10.038
wuhan lab theory	10.038
covid today	10.0301
vaccine incentive	10.03
new appointment	10.026
anthony fauci	10.0205
covid pass regime	10.012
anti-vaxx protester	10.012
mixandmatch	10.011
vaccine booster shot	10.0092
spreading covid	10.0077
winter lockdown	10.0
dharna	10.0
anti-lockdown protest	9.9998
mump	9.9987
pill	9.9923
krispy kreme	9.991
kao	9.99
revolutionary slogan	9.987
यम	9.986
covid tyranny	9.9858
miami-dade	9.98
planet of torment	9.9785
tablighi	9.975
publix	9.9733
covid-19 jab	9.9704
gold star family	9.9655
mild cold	9.9615
billion dose	9.961
rise in hate crimes	9.9605
wenliang	9.9605
ivey	9.96
milkha singh	9.955
vaccinated country	9.944
crenshaw	9.942
ffp3	9.942
chaung	9.938
bipartisanship	9.9357
dcgi	9.932
carrie johnson	9.927
covid right	9.9236
reddy	9.922
adverse reaction	9.921
one-day increase on record	9.9188
gavin williamson	9.9155
tfg	9.9152
gas shortage	9.915
urgent plasma	9.915
unvaccinated patient	9.9112
fmg doctor	9.911
ÿà	9.905
uk covid	9.9045
covid-19 vaccination drive	9.9025
आस	9.894
high transmission	9.893
alternative assessment	9.891
groundhog	9.89
rise in hate	9.8885
jai	9.886
govt hospital	9.8855
anti-asian violence	9.8805
travel ban	9.8748
full vaccination	9.8717
reinfected	9.8698
secret recording	9.869
tikri border	9.866
diwas	9.864
mandate for health	9.8605
vaccine inequity	9.8547
self-isolate	9.8452
cremate	9.843
covid status	9.8424
covid list	9.8334
appropriate behaviour	9.8289
reserve list	9.828
cdc guideline	9.8276
த	9.8273
sick day	9.825
cji	9.816
farmer protest	9.815
vice president harris	9.806
pandemic time	9.8032
toby young	9.802
newsom	9.8018
personal choice	9.8017
allahabad	9.8
mask-wearing	9.7983
sars-cov-2 infection	9.7923
previous infection	9.792
soami	9.791
epidemic	9.787
child poverty	9.786
dose of the coronavirus	9.7815
new daily case	9.7798
yojana	9.776
breaking report	9.7741
spring break	9.769
year of the pandemic	9.7688
ட	9.7663
covid-19 vaccine trial	9.763
corona time	9.7614
oðÿ	9.7556
permanent registration	9.754
covid strain	9.7518
war room	9.751
travis tritt	9.745
wow wow wow	9.742
vaccine side effect	9.7387
presser	9.7362
people with learning disabilities	9.733
guarantee scheme	9.731
course of this pandemic	9.729
uk history	9.726
hospital name	9.7235
use of fear	9.721
vaccine efficacy	9.7172
ima	9.7172
nadda	9.717
eligible population	9.7118
total case	9.7088
vaccine immunity	9.7065
negative test result	9.7
required equipment	9.699
covid update	9.6923
tory	9.6915
tigrayan	9.691
parler	9.689
animalistic	9.683
anti lockdown	9.6818
icmr	9.681
taehyung	9.675
coronil	9.6742
pandemic fatigue	9.674
gove	9.671
infect	9.6657
jennie	9.664
uttar pradesh	9.6628
vanden	9.66
angul	9.66
ford government	9.658
pandemic policy	9.656
spa shooter	9.656
lockdown anniversary	9.656
bc covid	9.656
covid quarantine	9.6549
billionaire wealth	9.6547
conservative radio host	9.6537
integrity issue	9.649
holi	9.6417
deaths	9.6371
crore people	9.634
covid-free	9.6288
pangolin	9.626
jimin	9.6258
nagar	9.6253
tbh	9.6241
untuck	9.624
sars-cov-2 virus	9.6185
passport mandate	9.6185
pandemic era	9.6148
health secretary	9.61
museveni	9.6057
zhoushan	9.605
ó	9.6046
vaccine update	9.6033
covid-19 surge	9.6031
vaccine side	9.6013
day in office	9.601
य_ब	9.6
sardar	9.6
य ब	9.6
frontline	9.5995
tory donor	9.5941
burr	9.593
covid hysteria	9.5924
vaccine mandate for health	9.5905
covid vaccine rollout	9.5847
vaccination effort	9.5841
delta variant spread	9.584
covid hotspot	9.5828
new covid case	9.5825
cronyism	9.5785
student of class	9.577
texans	9.577
polio vaccine	9.571
prayagraj	9.562
andrew cuomo	9.5596
pandemic lockdown	9.5515
grocery worker	9.551
covid news	9.5478
credit system	9.542
zero covid strategy	9.5395
hannity	9.5375
trial datum	9.536
covid vaccine passport	9.5261
cbse private student	9.519
nsw lockdown	9.518
black farmer	9.517
coimbatore	9.517
covid plan	9.5158
vaccine official	9.514
future visit	9.512
stay-at-home order	9.506
requiring proof of vaccination	9.504
င	9.503
laura ingraham	9.499
death datum	9.499
covid-19 vaccination site	9.498
people in hospital	9.4973
authoritarianism	9.4967
kenyatta	9.494
second covid	9.493
veritas	9.4845
no10	9.483
insurance card	9.482
nsw covid	9.48
avataran diwas	9.48
veronica wolski	9.479
wonie	9.474
qr code	9.4724
pox	9.472
anti vaxer	9.472
avataran	9.471
johnson covid-19 vaccine	9.4702
global vaccine	9.47
wuhan virus	9.4675
bob enyart	9.46
mask-free	9.459
first case of the omicron	9.452
omicron scare	9.452
symptom of omicron	9.452
federal democracy	9.452
home covid test	9.451
government hospital	9.45
ministerial code	9.45
heart issue	9.4488
wave of the pandemic	9.4472
bat coronavirus	9.4463
vaccine uptake	9.4427
vaccine database	9.44
new daily coronavirus case	9.439
dominant strain	9.4375
dose of the coronavirus vaccine	9.437
leader in child	9.436
high vaccination	9.429
anime nyc	9.427
raya	9.4265
kuch	9.4257
pandemic stress	9.425
full investigation	9.425
sagaing division	9.423
testing mandate	9.42
mindat	9.417
plz help	9.414
distribution plan	9.414
covid-19 testing	9.4124
โคว	9.4094
covid testing site	9.409
kab	9.4
ðtm	9.3925
food parcel	9.39
vaccinating kid	9.387
insurrectionist	9.3841
covid delta variant	9.3817
remaining restriction	9.381
ल म	9.3805
ल_म	9.3805
ž	9.3787
icu admission	9.3782
ðÿž	9.3769
fur farm	9.376
police union	9.375
assam	9.3708
mandating vaccine	9.3687
manaus	9.3677
unmuzzle	9.366
inoculate	9.363
joy reid	9.363
covid admission	9.3605
cdc mask	9.3555
armys	9.3424
major incident	9.341
covid positivity rate	9.3407
corona pandemic	9.3341
underlying medical condition	9.334
