Item	Score
billionaires	0.114
good health	0.1139
impact	0.1139
covid-19 lockdowns	0.1139
nancy pelosi	0.1137
disney world	0.1137
mid	0.1136
college football	0.1136
enough test kits	0.1136
asian people	0.1136
china travel advisory	0.1136
early treatment	0.1135
opening schools	0.1135
chinese government	0.1135
vaccine misinformation	0.1133
face coverings	0.1133
no mask mandates	0.1132
covid-19 vaccination appointments	0.1132
child poverty	0.1131
obesity	0.1131
michigan supreme court	0.113
covid wards	0.1129
vaccine systems	0.1129
pre-covid levels	0.1129
covid advice	0.1129
big government	0.1128
hospitalisation	0.1128
tu warga china	0.1128
studies	0.1127
vaccination sites	0.1127
confirmed covid-19 cases	0.1127
fears	0.1126
cruise ship	0.1126
character	0.1125
various states	0.1124
worst pandemic	0.1124
nondisabled people	0.1123
stock	0.1123
mass death	0.1122
booster dose	0.1122
ltc homes	0.1122
holiday gatherings	0.1122
working families	0.1121
wearamask #	0.1121
depression	0.1121
single-day	0.1121
aid	0.1121
ohio	0.112
trudeau	0.112
full covid-19 vaccination	0.112
needy people	0.1119
certain people	0.1119
stupid people	0.1117
several states	0.1117
omicron spread	0.1116
polio	0.1116
covid palliatives	0.1116
local mask mandates	0.1115
sydney	0.1115
dr. peter mccullough	0.1114
spring	0.1114
double mask	0.1114
new study	0.1113
vaccination appointments	0.1113
choice	0.1113
icus	0.1113
covid19 food aid	0.1113
police brutality	0.1112
indebted people	0.1112
epidemics	0.1112
guys	0.1111
robert koch institute	0.1111
covid centre	0.1111
new daily cases	0.1111
gov. cuomo	0.1111
bill	0.1111
coronavirus testing sites	0.1111
plan b	0.111
pandemic restrictions	0.111
trump rally	0.111
coronavirus-hit china	0.111
christmas this year	0.1109
ncov2019	0.1109
enough protection	0.1108
final year	0.1108
child care	0.1107
sports	0.1107
developing countries	0.1105
measles	0.1105
test kits	0.1105
free rapid tests	0.1103
fewer people	0.1102
bodies	0.1102
bhopal	0.1102
nursing home residents	0.1101
poor children	0.1101
everyday people	0.1101
blm	0.11
election fraud	0.11
statues	0.11
north carolina	0.1099
personal freedom	0.1099
sources	0.1099
migrant workers	0.1099
walgreens	0.1098
geert vanden bossche	0.1097
exam center	0.1097
coronavirus data	0.1097
mass vaccination	0.1096
evictions	0.1096
postponement	0.1096
uk coronavirus cases	0.1096
no pandemic	0.1095
panic	0.1095
social care	0.1094
covid19 lockdown	0.1094
death rate	0.1093
youtube	0.1093
new omicron variant	0.1093
mr. potato head	0.1093
recent weeks	0.1092
budget reconciliation	0.1092
real time	0.1091
pandemic times	0.1091
lockdown sceptics	0.1091
learning disabilities	0.1091
xmas parties	0.109
journalists	0.109
covid pneumonia	0.109
churches	0.109
pm modi	0.1089
corona warriors	0.1089
profit	0.1089
anti-asian violence	0.1089
chinese tourists	0.1089
strong vaccine requirements	0.1089
joe	0.1088
event	0.1088
public places	0.1087
respect	0.1087
covid relief legislation	0.1087
rapid antigen tests	0.1086
wuhan virus	0.1086
prisons	0.1086
second dose	0.1085
world leaders	0.1085
new covid-19 variant	0.1084
corpus christi	0.1084
colleges	0.1083
bihar	0.1083
words	0.1083
ministers	0.1083
anti-covid drug	0.1083
appointments	0.1083
anti	0.1083
labor day weekend	0.1083
school age children	0.1083
african countries	0.1082
hozier covid	0.1082
sen. rand paul	0.1081
ballots	0.1081
corona patients	0.1081
chinese officials	0.1081
trump testing	0.1081
bc people	0.1081
kumbh mela	0.108
hospitalized patients	0.108
ventilator	0.108
coronavirus illness	0.108
emergency covid relief	0.108
areas	0.1079
doug ford	0.1078
decisions	0.1078
goi	0.1078
jee neet	0.1078
entrance exams	0.1078
wuhan citizens	0.1078
rising covid-19 cases	0.1077
african	0.1077
seniors	0.1077
votes	0.1077
end covid	0.1077
underlying health conditions	0.1076
researchers	0.1076
info	0.1076
regular insulation	0.1076
unemployment relief	0.1076
beijing	0.1075
lockdown uk	0.1075
covid relief negotiations	0.1075
coronavirus hysteria	0.1075
fires	0.1074
interest	0.1074
uttar pradesh	0.1073
positive covid-19 cases	0.1073
profits	0.1073
negative test	0.1073
coronavirus research	0.1073
transition	0.1073
british people	0.1072
employers	0.1072
nta	0.1072
illegals	0.1072
dozens	0.1071
anti-asian racism	0.1071
rates	0.1071
united states	0.107
real life	0.107
wisconsin	0.107
asian	0.107
free tests	0.1069
red states	0.1069
omicron symptoms	0.1069
hospital staff	0.1069
covid outbreak	0.1069
post	0.1069
effects	0.1069
dates	0.1069
covid2019	0.1069
covid contract	0.1068
u.s. house	0.1068
china coronavirus outbreak	0.1068
free covid vaccine	0.1067
healthy children	0.1066
cdc guidance	0.1066
taxes	0.1066
book	0.1066
press briefing	0.1066
coronavirus hospitalizations	0.1066
china outbreak	0.1066
singapore	0.1065
observation	0.1065
wembley	0.1065
san francisco	0.1064
health issues	0.1064
omicron variant symptoms	0.1064
covid report	0.1064
venues	0.1064
chinese nationals	0.1064
prior infection	0.1063
vaccine supplies	0.1063
pressure	0.1063
texans	0.1063
jacksonville	0.1063
president trump testing	0.1063
first omicron case	0.1062
monoclonal antibodies	0.1061
school closures	0.1061
covid safety	0.1061
hiv	0.1061
myanmar	0.1061
trumps covid	0.1061
chinas foreign ministry	0.1061
kenya	0.106
livelihoods	0.106
aspirants	0.106
stress	0.1059
pandemic contracts	0.1059
life pre covid	0.1059
death threats	0.1057
post-covid complications	0.1057
family gatherings	0.1057
universities	0.1056
mps	0.1056
abbott	0.1056
enough vaccine	0.1056
single dose	0.1056
stories	0.1055
positive results	0.1055
hundreds of thousands	0.1054
dominic cummings	0.1053
changes	0.1053
french	0.1053
global covid response	0.1053
enough people	0.1052
capitol lockdown	0.1052
public education	0.1051
opening	0.1051
covid vaccine syringes	0.1051
fucking covid	0.1051
increased testing	0.1051
omicron covid-19 variant	0.105
hard lockdown	0.105
muslims	0.105
vietnam	0.105
existing vaccines	0.105
key workers	0.105
ghaziabad	0.105
year-end	0.105
new cdc guidelines	0.1049
precautions	0.1049
disinformation	0.1049
global health	0.1049
nagpur	0.1049
mid-march	0.1049
houston	0.1048
executive orders	0.1048
thanksgiving day	0.1048
human lives	0.1047
covid 3rd wave	0.1047
solidarity	0.1047
better days	0.1047
home strike	0.1046
group	0.1046
corona times	0.1046
shops	0.1046
ford	0.1046
first #coronavirus case	0.1046
disease control	0.1045
indoor mask mandate	0.1045
complete lockdown	0.1045
grocery workers	0.1045
pregnancy	0.1045
vaccine cards	0.1044
illness	0.1044
covid positive patients	0.1044
contracts	0.1044
johnson coronavirus vaccine	0.1043
no one	0.1042
american families	0.1042
thread	0.1042
mucormycosis	0.1042
delta omicron	0.1041
vic	0.1041
horses	0.1041
public life	0.104
singh ji insan	0.104
girls	0.104
first coronavirus case	0.104
scott morrison	0.1039
thailand	0.1039
pandemic management	0.1039
bharat biotech vaccine	0.1039
taliban	0.1039
steroids	0.1039
trouble	0.1038
international students	0.1038
good luck	0.1037
apr	0.1037
south china sea	0.1037
uk government	0.1036
covid fear	0.1036
regeneron	0.1036
daughter	0.1036
modi govt	0.1035
covid risks	0.1035
paid sick leave	0.1035
new virus cases	0.1035
new highs	0.1035
masking	0.1034
about #coronavirus	0.1034
general peace	0.1033
papers	0.1033
china #coronavirus	0.1033
close contact	0.1032
increased risk	0.1032
record time	0.1032
private hospitals	0.1032
first wave	0.1032
crowds	0.1032
disabilities	0.1032
lakhs	0.1031
diseases	0.1031
staff mark meadows	0.1031
covid-19 coronavirus	0.1031
community transmission	0.103
fourth dose	0.103
poor countries	0.103
team	0.103
georgians	0.103
neet-jee exams	0.103
medical staff	0.1029
karnataka	0.1029
housing	0.1029
student loan payments	0.1028
black covid deaths	0.1028
home mom	0.1027
rights	0.1027
borders	0.1027
free school meals	0.1027
capitol	0.1027
first lady	0.1027
coronavirus social distancing	0.1027
south african	0.1026
regional nsw	0.1026
phase	0.1026
crimes	0.1026
vax mandates	0.1025
pcr test	0.1025
mask indoors	0.1025
pubs	0.1025
view	0.1025
vaccinating kids	0.1025
new rules	0.1025
president-elect joe biden	0.1025
del rio	0.1025
health services	0.1024
security	0.1024
coronavirus misinformation	0.1024
health advice	0.1023
afghanistan	0.1022
church	0.1022
opportunities	0.1022
coronavirus complications	0.1022
dems	0.1021
dangerous new variants	0.1021
vaccine certificates	0.1021
delta deaths	0.1021
astrazenecas covid-19 vaccine	0.1021
med school	0.1021
cv19 death toll	0.1021
covid lawsuits	0.1021
hand sanitizer	0.102
groups	0.102
vaccine development	0.102
hospitality	0.102
eachother covid	0.102
multiple days	0.1019
convalescent plasma	0.1018
thanksgiving dinner	0.1018
travel restrictions	0.1017
choices	0.1017
india variant	0.1016
vaccine inequality	0.1016
cost	0.1016
wuhan market	0.1016
snakes	0.1016
chinese vaccines	0.1015
mental health issues	0.1015
lollapalooza	0.1015
fourth	0.1014
cornwall	0.1014
anti-lockdown protests	0.1013
indians	0.1013
hand washing	0.1013
ugly covid images	0.1013
freedoms	0.1012
enough oxygen	0.1012
smallpox	0.1012
new delhi	0.1011
football	0.1011
msm	0.1011
distance	0.1011
nih	0.101
holidays	0.101
care home deaths	0.101
when covid	0.1009
christmas party	0.1008
remote learning	0.1008
pelosi	0.1008
immigrants	0.1008
head	0.1008
vaccination drive	0.1008
first dose	0.1007
distribution-dss volunteers	0.1007
covid delta variant	0.1007
small business owners	0.1007
covid stimulus	0.1007
positivity	0.1007
spike	0.1007
peoples life	0.1007
daily death toll	0.1007
suspected case	0.1007
halloween	0.1006
gov	0.1006
gove	0.1006
related death	0.1006
usafacts	0.1006
wuhan lab funding	0.1005
daily new cases	0.1005
free testing	0.1004
volunteers	0.1004
sport	0.1004
antibody tests	0.1004
restaurant workers	0.1003
immunocompromised people	0.1003
vaccinated americans	0.1002
challenges	0.1002
credit	0.1002
coronavirus variant	0.1002
hong	0.1002
gold star families	0.1001
colleagues	0.1001
inauguration day	0.1001
wuhan medical care	0.1001
china coronavirus carriers	0.1001
asia	0.1
space	0.1
previous covid infection	0.1
amazon	0.0999
nation	0.0999
governor	0.0999
state health department	0.0997
duty	0.0997
political rallies	0.0997
health care system	0.0996
propaganda	0.0996
china virus deaths	0.0996
insurrection	0.0995
kejriwal	0.0995
preexisting conditions	0.0994
parks	0.0994
nsw covid	0.0994
ventilated covid patients	0.0993
tourism	0.0993
data integrity issues	0.0993
covid certification	0.0993
president-elect biden	0.0993
election2020	0.0993
college	0.0992
hate crimes	0.0992
great care	0.0992
debt	0.0991
covid19 infection	0.0991
white house officials	0.0991
uncontrolled covid spread	0.099
debate	0.099
entertainment	0.099
uk deaths	0.099
border security	0.099
surgical masks	0.0989
nationwide lockdown	0.0989
floridians	0.0989
protestors	0.0989
greensill	0.0989
conspiracy theories	0.0988
non-essential travel	0.0988
no covid pass	0.0988
trump event	0.0988
hospital admissions	0.0987
operation warp speed	0.0987
anti-lockdown protesters	0.0987
odisha	0.0987
johnson covid vaccine	0.0987
centres	0.0987
senate democrats	0.0987
food lines	0.0987
nasser mohammed al-yamani	0.0986
nature	0.0986
cameron	0.0986
hong kong government	0.0986
own covid rules	0.0985
isa pandemic	0.0985
china tourists	0.0985
vtu exams	0.0984
jee aspirants	0.0984
layoffs	0.0984
covid warriors	0.0983
mississippi	0.0983
haryana	0.0983
ramadan	0.0983
mass testing	0.0982
disaster	0.0982
chennai	0.0982
failed leadership	0.0982
coronavirus analysis	0.0982
school mask requirements	0.0982
broward county	0.0981
new evidence	0.0981
assam	0.0981
poison	0.0981
recent days	0.098
hyderabad	0.098
vaccine access	0.098
northern italy	0.098
west bengal	0.0979
mild illness	0.0979
sturgis	0.0979
production	0.0979
authorities	0.0979
conditions	0.0979
visitors	0.0979
renters	0.0979
injuries	0.0979
missed bills	0.0979
chinas wuhan	0.0979
how covid	0.0978
vaccine information	0.0978
fat people	0.0978
pandemic response	0.0977
child abuse	0.0977
rise	0.0977
influenza	0.0977
anti-vaxx protester	0.0977
cancellation	0.0977
nightclubs	0.0977
coronavirus recovery	0.0977
usps	0.0976
support staff	0.0976
villagers	0.0976
public sector workers	0.0976
ron johnson	0.0975
trump lies	0.0975
infection rates	0.0974
corona crisis	0.0974
care home staff	0.0974
prayers	0.0974
apple pay #	0.0974
zoom	0.0973
calls	0.0973
jesus	0.0973
shortages	0.0973
answers	0.0972
therapy	0.0972
supply	0.0972
bats	0.0972
lab	0.0972
cdc scientists	0.0972
alarming rates	0.0972
once covid	0.0971
donors	0.0971
coronavirus re	0.0971
full blown covid	0.097
bts lockdown	0.0969
neil cavuto	0.0969
videos	0.0969
tyranny	0.0969
postal funding	0.0969
pandemic p	0.0968
farmers	0.0968
corporations	0.0968
development	0.0968
oxygen concentrator	0.0968
refugees	0.0968
positive patients	0.0968
bangalore	0.0968
